,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius,BanyakKotaRawan
11340,Jakarta Barat,Pagi,Cerah,60-90,23-32,17
11341,Jakarta Timur,Pagi,Cerah,60-90,23-32,23
11342,Jakarta Timur,Malam,Cerah Berawan,60-90,23-32,23
11343,Jakarta Selatan,Malam,Cerah Berawan,60-90,23-32,25
11344,Jakarta Timur,Siang,Hujan Lokal,60-90,23-32,23
11345,Jakarta Barat,Siang,Cerah Berawan,60-90,23-32,17
11346,Jakarta Selatan,Siang,Hujan Lokal,60-90,23-32,25
11347,Kepulauan Seribu,Siang,Cerah,60-90,23-32,0
11348,Jakarta Pusat,Siang,Cerah,60-90,23-32,2
11349,Jakarta Utara,Siang,Cerah,60-90,23-32,15
11350,Jakarta Barat,Malam,Hujan Ringan,60-90,23-32,17
11351,Jakarta Selatan,Pagi,Cerah,60-90,23-32,25
11352,Jakarta Utara,Pagi,Cerah,60-90,23-32,15
11353,Kepulauan Seribu,Pagi,Cerah,60-90,23-32,0
11354,Jakarta Pusat,Malam,Hujan Ringan,60-90,23-32,2
11355,Jakarta Utara,Malam,Cerah Berawan,60-90,23-32,15
11356,Jakarta Timur,Dini Hari,Cerah,60-90,23-32,23
11357,Jakarta Barat,Dini Hari,Cerah,60-90,23-32,17
11358,Jakarta Selatan,Dini Hari,Cerah,60-90,23-32,25
11359,Kepulauan Seribu,Dini Hari,Cerah,60-90,23-32,0
11360,Jakarta Pusat,Dini Hari,Cerah,60-90,23-32,2
11361,Jakarta Utara,Dini Hari,Cerah,60-90,23-32,15
11362,Kepulauan Seribu,Malam,Cerah,60-90,23-32,0
11363,Jakarta Pusat,Pagi,Cerah,60-90,23-32,2
11364,Kepulauan Seribu,Pagi,Cerah Berawan,50-85,23-33,0
11365,Jakarta Barat,Pagi,Cerah Berawan,50-85,23-33,17
11366,Jakarta Timur,Pagi,Cerah Berawan,50-85,23-33,23
11367,Jakarta Selatan,Pagi,Cerah Berawan,50-85,23-33,25
11368,Jakarta Barat,Malam,Berawan,50-85,23-33,17
11369,Kepulauan Seribu,Dini Hari,Cerah Berawan,50-85,23-33,0
11370,Jakarta Selatan,Dini Hari,Cerah Berawan,50-85,23-33,25
11371,Jakarta Barat,Dini Hari,Cerah Berawan,50-85,23-33,17
11372,Jakarta Timur,Dini Hari,Cerah Berawan,50-85,23-33,23
11373,Jakarta Utara,Malam,Berawan,50-85,23-33,15
11374,Jakarta Pusat,Malam,Berawan,50-85,23-33,2
11375,Kepulauan Seribu,Malam,Berawan,50-85,23-33,0
11376,Jakarta Selatan,Malam,Hujan Lokal,50-85,23-33,25
11377,Jakarta Pusat,Dini Hari,Cerah Berawan,50-85,23-33,2
11378,Jakarta Utara,Dini Hari,Cerah Berawan,50-85,23-33,15
11379,Jakarta Utara,Siang,Cerah Berawan,50-85,23-33,15
11380,Jakarta Pusat,Siang,Cerah Berawan,50-85,23-33,2
11381,Kepulauan Seribu,Siang,Cerah,50-85,23-33,0
11382,Jakarta Selatan,Siang,Hujan Lokal,50-85,23-33,25
11383,Jakarta Barat,Siang,Cerah Berawan,50-85,23-33,17
11384,Jakarta Timur,Siang,Hujan Lokal,50-85,23-33,23
11385,Jakarta Utara,Pagi,Cerah Berawan,50-85,23-33,15
11386,Jakarta Pusat,Pagi,Cerah Berawan,50-85,23-33,2
11387,Jakarta Timur,Malam,Hujan Lokal,50-85,23-33,23
11388,Jakarta Pusat,Pagi,Cerah Berawan,55-90,25-33,2
11389,Jakarta Timur,Pagi,Cerah Berawan,55-90,25-33,23
11390,Jakarta Barat,Pagi,Cerah Berawan,55-90,25-33,17
11391,Jakarta Utara,Pagi,Cerah Berawan,55-90,25-33,15
11392,Jakarta Timur,Siang,Cerah,55-90,25-33,23
11393,Jakarta Barat,Siang,Cerah,55-90,25-33,17
11394,Jakarta Selatan,Siang,Cerah,55-90,25-33,25
11395,Kepulauan Seribu,Siang,Cerah,55-90,25-33,0
11396,Jakarta Pusat,Siang,Cerah,55-90,25-33,2
11397,Jakarta Utara,Siang,Cerah,55-90,25-33,15
11398,Jakarta Timur,Malam,Cerah Berawan,55-90,25-33,23
11399,Jakarta Selatan,Pagi,Cerah Berawan,55-90,25-33,25
11400,Jakarta Selatan,Malam,Cerah Berawan,55-90,25-33,25
11401,Kepulauan Seribu,Malam,Cerah,55-90,25-33,0
11402,Jakarta Pusat,Malam,Cerah,55-90,25-33,2
11403,Jakarta Utara,Malam,Cerah,55-90,25-33,15
11404,Jakarta Timur,Dini Hari,Cerah Berawan,55-90,25-33,23
11405,Jakarta Barat,Dini Hari,Berawan,55-90,25-33,17
11406,Jakarta Selatan,Dini Hari,Cerah Berawan,55-90,25-33,25
11407,Kepulauan Seribu,Dini Hari,Berawan,55-90,25-33,0
11408,Jakarta Pusat,Dini Hari,Cerah Berawan,55-90,25-33,2
11409,Jakarta Utara,Dini Hari,Cerah Berawan,55-90,25-33,15
11410,Kepulauan Seribu,Pagi,Cerah Berawan,55-90,25-33,0
11411,Jakarta Barat,Malam,Cerah Berawan,55-90,25-33,17
11412,Jakarta Timur,Malam,Cerah Berawan,55-90,25-33,23
11413,Jakarta Utara,Dini Hari,Cerah Berawan,55-90,25-33,15
11414,Kepulauan Seribu,Dini Hari,Berawan,55-90,25-33,0
11415,Jakarta Selatan,Dini Hari,Cerah Berawan,55-90,25-33,25
11416,Jakarta Barat,Dini Hari,Berawan,55-90,25-33,17
11417,Jakarta Timur,Dini Hari,Cerah Berawan,55-90,25-33,23
11418,Jakarta Utara,Malam,Cerah,55-90,25-33,15
11419,Jakarta Pusat,Malam,Cerah,55-90,25-33,2
11420,Kepulauan Seribu,Malam,Cerah,55-90,25-33,0
11421,Jakarta Selatan,Malam,Cerah Berawan,55-90,25-33,25
11422,Jakarta Barat,Malam,Cerah Berawan,55-90,25-33,17
11423,Jakarta Utara,Siang,Cerah,55-90,25-33,15
11424,Jakarta Pusat,Siang,Cerah,55-90,25-33,2
11425,Kepulauan Seribu,Siang,Cerah,55-90,25-33,0
11426,Jakarta Selatan,Siang,Cerah,55-90,25-33,25
11427,Jakarta Barat,Siang,Cerah,55-90,25-33,17
11428,Jakarta Timur,Siang,Cerah,55-90,25-33,23
11429,Jakarta Utara,Pagi,Cerah Berawan,55-90,25-33,15
11430,Jakarta Pusat,Pagi,Cerah Berawan,55-90,25-33,2
11431,Kepulauan Seribu,Pagi,Cerah Berawan,55-90,25-33,0
11432,Jakarta Selatan,Pagi,Cerah Berawan,55-90,25-33,25
11433,Jakarta Barat,Pagi,Cerah Berawan,55-90,25-33,17
11434,Jakarta Timur,Pagi,Cerah Berawan,55-90,25-33,23
11435,Jakarta Pusat,Dini Hari,Cerah Berawan,55-90,25-33,2
11436,Jakarta Timur,Pagi,Cerah Berawan,45-85,24-33,23
11437,Jakarta Barat,Pagi,Cerah Berawan,45-85,24-33,17
11438,Jakarta Timur,Malam,Cerah Berawan,45-85,24-33,23
11439,Kepulauan Seribu,Dini Hari,Berawan,45-85,24-33,0
11440,Jakarta Selatan,Dini Hari,Cerah Berawan,45-85,24-33,25
11441,Jakarta Barat,Dini Hari,Berawan,45-85,24-33,17
11442,Jakarta Timur,Dini Hari,Cerah Berawan,45-85,24-33,23
11443,Jakarta Utara,Malam,Cerah,45-85,24-33,15
11444,Jakarta Pusat,Malam,Cerah,45-85,24-33,2
11445,Kepulauan Seribu,Malam,Cerah,45-85,24-33,0
11446,Jakarta Selatan,Malam,Cerah Berawan,45-85,24-33,25
11447,Jakarta Barat,Malam,Cerah Berawan,45-85,24-33,17
11448,Jakarta Utara,Dini Hari,Berawan,45-85,24-33,15
11449,Jakarta Pusat,Dini Hari,Berawan,45-85,24-33,2
11450,Jakarta Pusat,Siang,Cerah Berawan,45-85,24-33,2
11451,Kepulauan Seribu,Siang,Cerah Berawan,45-85,24-33,0
11452,Jakarta Selatan,Siang,Cerah Berawan,45-85,24-33,25
11453,Jakarta Barat,Siang,Cerah Berawan,45-85,24-33,17
11454,Jakarta Timur,Siang,Cerah Berawan,45-85,24-33,23
11455,Jakarta Utara,Pagi,Cerah,45-85,24-33,15
11456,Jakarta Pusat,Pagi,Cerah Berawan,45-85,24-33,2
11457,Kepulauan Seribu,Pagi,Cerah,45-85,24-33,0
11458,Jakarta Selatan,Pagi,Cerah Berawan,45-85,24-33,25
11459,Jakarta Utara,Siang,Cerah Berawan,45-85,24-33,15
11460,Jakarta Selatan,Pagi,Berawan,55-80,24-32,25
11461,Jakarta Utara,Dini Hari,Cerah,55-80,24-32,15
11462,Jakarta Pusat,Dini Hari,Cerah,55-80,24-32,2
11463,Kepulauan Seribu,Pagi,Cerah Berawan,55-80,24-32,0
11464,Jakarta Pusat,Pagi,Berawan,55-80,24-32,2
11465,Jakarta Utara,Pagi,Berawan,55-80,24-32,15
11466,Jakarta Timur,Siang,Cerah Berawan,55-80,24-32,23
11467,Jakarta Barat,Siang,Cerah Berawan,55-80,24-32,17
11468,Jakarta Selatan,Siang,Cerah Berawan,55-80,24-32,25
11469,Kepulauan Seribu,Siang,Cerah,55-80,24-32,0
11470,Jakarta Pusat,Siang,Cerah,55-80,24-32,2
11471,Jakarta Utara,Siang,Cerah,55-80,24-32,15
11472,Jakarta Timur,Pagi,Berawan,55-80,24-32,23
11473,Jakarta Barat,Malam,Cerah Berawan,55-80,24-32,17
11474,Jakarta Selatan,Malam,Berawan,55-80,24-32,25
11475,Kepulauan Seribu,Malam,Cerah Berawan,55-80,24-32,0
11476,Jakarta Pusat,Malam,Berawan,55-80,24-32,2
11477,Jakarta Utara,Malam,Berawan,55-80,24-32,15
11478,Jakarta Timur,Dini Hari,Cerah,55-80,24-32,23
11479,Jakarta Barat,Dini Hari,Cerah,55-80,24-32,17
11480,Jakarta Selatan,Dini Hari,Cerah,55-80,24-32,25
11481,Kepulauan Seribu,Dini Hari,Cerah,55-80,24-32,0
11482,Jakarta Barat,Pagi,Cerah Berawan,55-80,24-32,17
11483,Jakarta Timur,Malam,Berawan,55-80,24-32,23
11484,Jakarta Pusat,Siang,Cerah Berawan,55-80,22-33,2
11485,Jakarta Utara,Dini Hari,Cerah Berawan,55-80,22-33,15
11486,Jakarta Barat,Pagi,Cerah Berawan,55-80,22-33,17
11487,Jakarta Selatan,Pagi,Cerah Berawan,55-80,22-33,25
11488,Kepulauan Seribu,Pagi,Cerah Berawan,55-80,22-33,0
11489,Jakarta Pusat,Pagi,Cerah Berawan,55-80,22-33,2
11490,Jakarta Utara,Pagi,Cerah Berawan,55-80,22-33,15
11491,Jakarta Timur,Siang,Cerah Berawan,55-80,22-33,23
11492,Jakarta Barat,Siang,Cerah Berawan,55-80,22-33,17
11493,Jakarta Selatan,Siang,Cerah Berawan,55-80,22-33,25
11494,Kepulauan Seribu,Siang,Cerah Berawan,55-80,22-33,0
11495,Jakarta Timur,Pagi,Cerah Berawan,55-80,22-33,23
11496,Jakarta Utara,Siang,Cerah Berawan,55-80,22-33,15
11497,Jakarta Barat,Malam,Berawan,55-80,22-33,17
11498,Jakarta Selatan,Malam,Berawan,55-80,22-33,25
11499,Kepulauan Seribu,Malam,Berawan,55-80,22-33,0
11500,Jakarta Pusat,Malam,Berawan,55-80,22-33,2
11501,Jakarta Utara,Malam,Berawan,55-80,22-33,15
11502,Jakarta Timur,Dini Hari,Cerah Berawan,55-80,22-33,23
11503,Jakarta Barat,Dini Hari,Cerah Berawan,55-80,22-33,17
11504,Jakarta Selatan,Dini Hari,Cerah Berawan,55-80,22-33,25
11505,Kepulauan Seribu,Dini Hari,Cerah Berawan,55-80,22-33,0
11506,Jakarta Timur,Malam,Berawan,55-80,22-33,23
11507,Jakarta Pusat,Dini Hari,Cerah Berawan,55-80,22-33,2
11508,Jakarta Timur,Pagi,Cerah,45-80,22-34,23
11509,Jakarta Utara,Dini Hari,Cerah,45-80,22-34,15
11510,Jakarta Selatan,Pagi,Cerah,45-80,22-34,25
11511,Kepulauan Seribu,Pagi,Cerah,45-80,22-34,0
11512,Jakarta Pusat,Pagi,Cerah,45-80,22-34,2
11513,Jakarta Utara,Pagi,Cerah,45-80,22-34,15
11514,Jakarta Timur,Siang,Cerah,45-80,22-34,23
11515,Jakarta Barat,Siang,Cerah Berawan,45-80,22-34,17
11516,Jakarta Selatan,Siang,Cerah Berawan,45-80,22-34,25
11517,Kepulauan Seribu,Siang,Cerah,45-80,22-34,0
11518,Jakarta Pusat,Siang,Cerah,45-80,22-34,2
11519,Jakarta Barat,Pagi,Cerah,45-80,22-34,17
11520,Jakarta Utara,Siang,Cerah,45-80,22-34,15
11521,Jakarta Timur,Malam,Cerah Berawan,45-80,22-34,23
11522,Jakarta Barat,Malam,Cerah Berawan,45-80,22-34,17
11523,Jakarta Selatan,Malam,Cerah Berawan,45-80,22-34,25
11524,Kepulauan Seribu,Malam,Cerah Berawan,45-80,22-34,0
11525,Jakarta Pusat,Malam,Cerah Berawan,45-80,22-34,2
11526,Jakarta Utara,Malam,Cerah Berawan,45-80,22-34,15
11527,Jakarta Timur,Dini Hari,Cerah Berawan,45-80,22-34,23
11528,Jakarta Barat,Dini Hari,Cerah Berawan,45-80,22-34,17
11529,Jakarta Selatan,Dini Hari,Cerah Berawan,45-80,22-34,25
11530,Jakarta Pusat,Dini Hari,Cerah,45-80,22-34,2
11531,Kepulauan Seribu,Dini Hari,Cerah,45-80,22-34,0
11532,Jakarta Timur,Pagi,Cerah Berawan,55-85,24-32,23
11533,Jakarta Pusat,Dini Hari,Cerah Berawan,55-85,24-32,2
11534,Jakarta Selatan,Dini Hari,Cerah Berawan,55-85,24-32,25
11535,Jakarta Barat,Dini Hari,Cerah Berawan,55-85,24-32,17
11536,Jakarta Timur,Dini Hari,Cerah Berawan,55-85,24-32,23
11537,Jakarta Utara,Malam,Cerah Berawan,55-85,24-32,15
11538,Jakarta Pusat,Malam,Cerah Berawan,55-85,24-32,2
11539,Kepulauan Seribu,Malam,Cerah Berawan,55-85,24-32,0
11540,Jakarta Selatan,Malam,Berawan,55-85,24-32,25
11541,Jakarta Barat,Malam,Berawan,55-85,24-32,17
11542,Jakarta Timur,Malam,Berawan,55-85,24-32,23
11543,Jakarta Utara,Siang,Cerah Berawan,55-85,24-32,15
11544,Jakarta Utara,Dini Hari,Cerah Berawan,55-85,24-32,15
11545,Jakarta Pusat,Siang,Cerah Berawan,55-85,24-32,2
11546,Kepulauan Seribu,Siang,Cerah Berawan,55-85,24-32,0
11547,Jakarta Selatan,Siang,Berawan,55-85,24-32,25
11548,Jakarta Barat,Siang,Cerah Berawan,55-85,24-32,17
11549,Jakarta Timur,Siang,Berawan,55-85,24-32,23
11550,Jakarta Utara,Pagi,Cerah Berawan,55-85,24-32,15
11551,Jakarta Pusat,Pagi,Cerah Berawan,55-85,24-32,2
11552,Kepulauan Seribu,Pagi,Cerah Berawan,55-85,24-32,0
11553,Jakarta Selatan,Pagi,Cerah Berawan,55-85,24-32,25
11554,Jakarta Barat,Pagi,Cerah Berawan,55-85,24-32,17
11555,Kepulauan Seribu,Dini Hari,Cerah Berawan,55-85,24-32,0
11556,Jakarta Timur,Pagi,Cerah Berawan,55-85,24-32,23
11557,Jakarta Utara,Dini Hari,Berawan,55-85,24-32,15
11558,Kepulauan Seribu,Dini Hari,Berawan,55-85,24-32,0
11559,Jakarta Barat,Pagi,Cerah Berawan,55-85,24-32,17
11560,Jakarta Selatan,Pagi,Cerah Berawan,55-85,24-32,25
11561,Kepulauan Seribu,Pagi,Cerah Berawan,55-85,24-32,0
11562,Jakarta Pusat,Pagi,Cerah Berawan,55-85,24-32,2
11563,Jakarta Utara,Pagi,Cerah Berawan,55-85,24-32,15
11564,Jakarta Timur,Siang,Cerah Berawan,55-85,24-32,23
11565,Jakarta Barat,Siang,Cerah Berawan,55-85,24-32,17
11566,Jakarta Selatan,Siang,Berawan,55-85,24-32,25
11567,Kepulauan Seribu,Siang,Cerah Berawan,55-85,24-32,0
11568,Jakarta Pusat,Siang,Cerah Berawan,55-85,24-32,2
11569,Jakarta Timur,Malam,Berawan,55-85,24-32,23
11570,Jakarta Barat,Malam,Berawan,55-85,24-32,17
11571,Jakarta Selatan,Malam,Berawan,55-85,24-32,25
11572,Kepulauan Seribu,Malam,Berawan,55-85,24-32,0
11573,Jakarta Pusat,Malam,Berawan,55-85,24-32,2
11574,Jakarta Utara,Malam,Berawan,55-85,24-32,15
11575,Jakarta Timur,Dini Hari,Berawan,55-85,24-32,23
11576,Jakarta Barat,Dini Hari,Berawan,55-85,24-32,17
11577,Jakarta Selatan,Dini Hari,Berawan,55-85,24-32,25
11578,Jakarta Pusat,Dini Hari,Berawan,55-85,24-32,2
11579,Jakarta Utara,Siang,Cerah Berawan,55-85,24-32,15
11580,Jakarta Utara,Dini Hari,Berawan,55-80,23-34,15
11581,Jakarta Utara,Siang,Cerah Berawan,55-80,23-34,15
11582,Jakarta Selatan,Dini Hari,Berawan,55-80,23-34,25
11583,Jakarta Barat,Dini Hari,Berawan,55-80,23-34,17
11584,Jakarta Timur,Dini Hari,Berawan,55-80,23-34,23
11585,Jakarta Utara,Malam,Berawan,55-80,23-34,15
11586,Jakarta Pusat,Malam,Berawan,55-80,23-34,2
11587,Kepulauan Seribu,Malam,Berawan,55-80,23-34,0
11588,Jakarta Selatan,Malam,Berawan,55-80,23-34,25
11589,Jakarta Barat,Malam,Berawan,55-80,23-34,17
11590,Jakarta Timur,Malam,Berawan,55-80,23-34,23
11591,Kepulauan Seribu,Dini Hari,Berawan,55-80,23-34,0
11592,Jakarta Pusat,Siang,Cerah Berawan,55-80,23-34,2
11593,Jakarta Selatan,Siang,Cerah Berawan,55-80,23-34,25
11594,Jakarta Barat,Siang,Cerah Berawan,55-80,23-34,17
11595,Jakarta Timur,Siang,Cerah Berawan,55-80,23-34,23
11596,Jakarta Utara,Pagi,Cerah Berawan,55-80,23-34,15
11597,Jakarta Pusat,Pagi,Cerah Berawan,55-80,23-34,2
11598,Kepulauan Seribu,Pagi,Cerah Berawan,55-80,23-34,0
11599,Jakarta Selatan,Pagi,Cerah Berawan,55-80,23-34,25
11600,Jakarta Barat,Pagi,Cerah Berawan,55-80,23-34,17
11601,Jakarta Timur,Pagi,Cerah Berawan,55-80,23-34,23
11602,Kepulauan Seribu,Siang,Cerah,55-80,23-34,0
11603,Jakarta Pusat,Dini Hari,Berawan,55-80,23-34,2
11604,Jakarta Timur,Pagi,Berawan,65-90,24-33,23
11605,Jakarta Pusat,Dini Hari,Berawan,65-90,24-33,2
11606,Jakarta Selatan,Dini Hari,Berawan,65-90,24-33,25
11607,Jakarta Barat,Dini Hari,Berawan,65-90,24-33,17
11608,Jakarta Timur,Dini Hari,Berawan,65-90,24-33,23
11609,Jakarta Utara,Malam,Cerah Berawan,65-90,24-33,15
11610,Jakarta Pusat,Malam,Berawan,65-90,24-33,2
11611,Kepulauan Seribu,Malam,Cerah Berawan,65-90,24-33,0
11612,Jakarta Selatan,Malam,Hujan Lokal,65-90,24-33,25
11613,Jakarta Barat,Malam,Cerah Berawan,65-90,24-33,17
11614,Jakarta Timur,Malam,Berawan,65-90,24-33,23
11615,Jakarta Utara,Siang,Cerah Berawan,65-90,24-33,15
11616,Jakarta Utara,Dini Hari,Berawan,65-90,24-33,15
11617,Jakarta Pusat,Siang,Cerah Berawan,65-90,24-33,2
11618,Kepulauan Seribu,Siang,Cerah,65-90,24-33,0
11619,Jakarta Selatan,Siang,Berawan,65-90,24-33,25
11620,Jakarta Barat,Siang,Cerah Berawan,65-90,24-33,17
11621,Jakarta Timur,Siang,Cerah Berawan,65-90,24-33,23
11622,Jakarta Utara,Pagi,Berawan,65-90,24-33,15
11623,Jakarta Pusat,Pagi,Berawan,65-90,24-33,2
11624,Kepulauan Seribu,Pagi,Berawan,65-90,24-33,0
11625,Jakarta Selatan,Pagi,Berawan,65-90,24-33,25
11626,Jakarta Barat,Pagi,Berawan,65-90,24-33,17
11627,Kepulauan Seribu,Dini Hari,Berawan,65-90,24-33,0
11628,Jakarta Timur,Pagi,Cerah Berawan,60-95,24-32,23
11629,Jakarta Utara,Dini Hari,Cerah Berawan,60-95,24-32,15
11630,Kepulauan Seribu,Dini Hari,Cerah Berawan,60-95,24-32,0
11631,Jakarta Barat,Pagi,Cerah Berawan,60-95,24-32,17
11632,Jakarta Selatan,Pagi,Berawan,60-95,24-32,25
11633,Kepulauan Seribu,Pagi,Berawan,60-95,24-32,0
11634,Jakarta Pusat,Pagi,Cerah Berawan,60-95,24-32,2
11635,Jakarta Utara,Pagi,Berawan,60-95,24-32,15
11636,Jakarta Timur,Siang,Berawan,60-95,24-32,23
11637,Jakarta Barat,Siang,Berawan,60-95,24-32,17
11638,Jakarta Selatan,Siang,Hujan Lokal,60-95,24-32,25
11639,Kepulauan Seribu,Siang,Cerah Berawan,60-95,24-32,0
11640,Jakarta Pusat,Siang,Cerah Berawan,60-95,24-32,2
11641,Jakarta Timur,Malam,Hujan Lokal,60-95,24-32,23
11642,Jakarta Barat,Malam,Berawan,60-95,24-32,17
11643,Jakarta Selatan,Malam,Hujan Lokal,60-95,24-32,25
11644,Kepulauan Seribu,Malam,Berawan,60-95,24-32,0
11645,Jakarta Pusat,Malam,Berawan,60-95,24-32,2
11646,Jakarta Utara,Malam,Berawan,60-95,24-32,15
11647,Jakarta Timur,Dini Hari,Cerah Berawan,60-95,24-32,23
11648,Jakarta Barat,Dini Hari,Cerah Berawan,60-95,24-32,17
11649,Jakarta Selatan,Dini Hari,Cerah Berawan,60-95,24-32,25
11650,Jakarta Pusat,Dini Hari,Cerah Berawan,60-95,24-32,2
11651,Jakarta Utara,Siang,Cerah Berawan,60-95,24-32,15
11652,Jakarta Utara,Dini Hari,Berawan,60-90,24-32,15
11653,Kepulauan Seribu,Dini Hari,Berawan,60-90,24-32,0
11654,Jakarta Barat,Pagi,Cerah Berawan,60-90,24-32,17
11655,Jakarta Selatan,Pagi,Cerah Berawan,60-90,24-32,25
11656,Kepulauan Seribu,Pagi,Cerah Berawan,60-90,24-32,0
11657,Jakarta Pusat,Pagi,Cerah Berawan,60-90,24-32,2
11658,Jakarta Utara,Pagi,Cerah Berawan,60-90,24-32,15
11659,Jakarta Timur,Siang,Berawan,60-90,24-32,23
11660,Jakarta Barat,Siang,Cerah Berawan,60-90,24-32,17
11661,Jakarta Selatan,Siang,Berawan,60-90,24-32,25
11662,Kepulauan Seribu,Siang,Cerah Berawan,60-90,24-32,0
11663,Jakarta Timur,Pagi,Cerah Berawan,60-90,24-32,23
11664,Jakarta Pusat,Siang,Cerah Berawan,60-90,24-32,2
11665,Jakarta Utara,Siang,Cerah Berawan,60-90,24-32,15
11666,Jakarta Timur,Malam,Berawan,60-90,24-32,23
11667,Jakarta Barat,Malam,Cerah Berawan,60-90,24-32,17
11668,Jakarta Selatan,Malam,Berawan,60-90,24-32,25
11669,Kepulauan Seribu,Malam,Cerah Berawan,60-90,24-32,0
11670,Jakarta Pusat,Malam,Cerah Berawan,60-90,24-32,2
11671,Jakarta Utara,Malam,Cerah Berawan,60-90,24-32,15
11672,Jakarta Timur,Dini Hari,Cerah Berawan,60-90,24-32,23
11673,Jakarta Barat,Dini Hari,Cerah Berawan,60-90,24-32,17
11674,Jakarta Pusat,Dini Hari,Cerah Berawan,60-90,24-32,2
11675,Jakarta Selatan,Dini Hari,Cerah Berawan,60-90,24-32,25
11676,Jakarta Timur,Pagi,Cerah Berawan,45-90,24-34,23
11677,Jakarta Utara,Siang,Cerah Berawan,45-90,24-34,15
11678,Kepulauan Seribu,Dini Hari,Cerah Berawan,45-90,24-34,0
11679,Jakarta Selatan,Dini Hari,Cerah Berawan,45-90,24-34,25
11680,Jakarta Barat,Dini Hari,Cerah Berawan,45-90,24-34,17
11681,Jakarta Timur,Dini Hari,Cerah Berawan,45-90,24-34,23
11682,Jakarta Utara,Malam,Berawan,45-90,24-34,15
11683,Jakarta Pusat,Malam,Berawan,45-90,24-34,2
11684,Kepulauan Seribu,Malam,Berawan,45-90,24-34,0
11685,Jakarta Selatan,Malam,Berawan,45-90,24-34,25
11686,Jakarta Barat,Malam,Berawan,45-90,24-34,17
11687,Jakarta Timur,Malam,Berawan,45-90,24-34,23
11688,Jakarta Pusat,Dini Hari,Cerah Berawan,45-90,24-34,2
11689,Jakarta Pusat,Siang,Cerah Berawan,45-90,24-34,2
11690,Kepulauan Seribu,Siang,Cerah Berawan,45-90,24-34,0
11691,Jakarta Selatan,Siang,Berawan,45-90,24-34,25
11692,Jakarta Barat,Siang,Cerah Berawan,45-90,24-34,17
11693,Jakarta Timur,Siang,Cerah Berawan,45-90,24-34,23
11694,Jakarta Utara,Pagi,Cerah Berawan,45-90,24-34,15
11695,Jakarta Pusat,Pagi,Cerah Berawan,45-90,24-34,2
11696,Kepulauan Seribu,Pagi,Cerah Berawan,45-90,24-34,0
11697,Jakarta Selatan,Pagi,Cerah Berawan,45-90,24-34,25
11698,Jakarta Barat,Pagi,Cerah Berawan,45-90,24-34,17
11699,Jakarta Utara,Dini Hari,Cerah Berawan,45-90,24-34,15
11700,Jakarta Timur,Pagi,Cerah,50-85,24-33,23
11701,Jakarta Utara,Dini Hari,Berawan,50-85,24-33,15
11702,Jakarta Pusat,Siang,Cerah,50-85,24-33,2
11703,Jakarta Barat,Dini Hari,Cerah Berawan,50-85,24-33,17
11704,Jakarta Timur,Dini Hari,Cerah Berawan,50-85,24-33,23
11705,Jakarta Utara,Malam,Cerah Berawan,50-85,24-33,15
11706,Jakarta Pusat,Malam,Cerah Berawan,50-85,24-33,2
11707,Kepulauan Seribu,Malam,Cerah,50-85,24-33,0
11708,Jakarta Selatan,Malam,Cerah Berawan,50-85,24-33,25
11709,Jakarta Barat,Malam,Berawan,50-85,24-33,17
11710,Jakarta Timur,Malam,Cerah Berawan,50-85,24-33,23
11711,Jakarta Utara,Siang,Cerah,50-85,24-33,15
11712,Jakarta Selatan,Dini Hari,Cerah Berawan,50-85,24-33,25
11713,Kepulauan Seribu,Dini Hari,Cerah Berawan,50-85,24-33,0
11714,Kepulauan Seribu,Siang,Cerah,50-85,24-33,0
11715,Jakarta Selatan,Siang,Cerah Berawan,50-85,24-33,25
11716,Jakarta Barat,Siang,Cerah,50-85,24-33,17
11717,Jakarta Timur,Siang,Cerah Berawan,50-85,24-33,23
11718,Jakarta Utara,Pagi,Cerah,50-85,24-33,15
11719,Jakarta Pusat,Pagi,Cerah,50-85,24-33,2
11720,Kepulauan Seribu,Pagi,Cerah,50-85,24-33,0
11721,Jakarta Selatan,Pagi,Cerah,50-85,24-33,25
11722,Jakarta Barat,Pagi,Cerah,50-85,24-33,17
11723,Jakarta Pusat,Dini Hari,Berawan,50-85,24-33,2
11724,Jakarta Barat,Pagi,Cerah Berawan,65-85,25-34,17
11725,Jakarta Utara,Dini Hari,Cerah Berawan,65-85,25-34,15
11726,Jakarta Pusat,Dini Hari,Cerah Berawan,65-85,25-34,2
11727,Jakarta Selatan,Pagi,Cerah Berawan,65-85,25-34,25
11728,Kepulauan Seribu,Pagi,Berawan,65-85,25-34,0
11729,Jakarta Pusat,Pagi,Cerah Berawan,65-85,25-34,2
11730,Jakarta Utara,Pagi,Cerah Berawan,65-85,25-34,15
11731,Jakarta Timur,Siang,Berawan,65-85,25-34,23
11732,Jakarta Barat,Siang,Cerah Berawan,65-85,25-34,17
11733,Jakarta Selatan,Siang,Berawan,65-85,25-34,25
11734,Kepulauan Seribu,Siang,Cerah,65-85,25-34,0
11735,Jakarta Pusat,Siang,Cerah Berawan,65-85,25-34,2
11736,Jakarta Timur,Malam,Cerah Berawan,65-85,25-34,23
11737,Jakarta Barat,Malam,Berawan,65-85,25-34,17
11738,Jakarta Selatan,Malam,Cerah Berawan,65-85,25-34,25
